titulo,fecha_publicación,num_paginas,ranking,num_votantes_libro,num_comentarios,id_idioma,id_editorial
Nightmare House (Harrow House #1),5/1/2004,340,3.36,971,101,eng,1142
Burning Bright,3/20/2007,320,3.36,10919,1113,eng,612
The Terminal Man,11/5/2002,266,3.36,21457,576,eng,169
The Stone Fey,9/1/1998,64,3.36,1036,78,eng,983
Good as Gold,11/12/1997,445,3.36,2631,100,eng,1864
The Scarlet Gang of Asakusa,4/18/2005,181,3.36,360,34,eng,2075
The Sunday Philosophy Club (Isabel Dalhousie #1),7/12/2005,272,3.36,16314,1764,eng,94
Changeling Storytellers Guide,8/1/1998,139,3.36,28,0,eng,2219
Time Twisters,1/2/2007,306,3.36,35,6,eng,511
The Halloween Man,10/1/1998,360,3.36,583,71,eng,1142
Who's To Blame (Sweet Valley High #66),6/1/1990,152,3.36,406,5,eng,193
Boomers Xers and Other Strangers: Understanding the Generational Differences that Divide Us,10/1/1999,384,3.36,28,4,eng,733
Wifey,9/6/2005,304,3.36,11056,750,eng,252
Harm's Way,5/27/2005,261,3.36,13,5,eng,2
The Church in Emerging Culture: Five Perspectives,10/19/2003,272,3.36,190,6,eng,2275
The Black Book of Hollywood Beauty Secrets,12/1/2006,224,3.37,130,16,eng,1583
Touchy and Feely (Sissy Sawyer #1),2/1/2007,208,3.37,86,12,eng,1820
Mr. and Mistress (Dynasties: The Elliotts #5),5/9/2006,185,3.37,191,16,eng,1839
Through a Brazen Mirror,2/25/2015,100,3.37,116,12,eng,410
Heat,9/1/1986,244,3.37,242,17,eng,2193
"Still More George W. Bushisms: ""Neither in French nor in English nor in Mexican""",11/4/2003,96,3.37,56,11,eng,719
The Philosophy of Hegel,2/1/1965,552,3.37,15,4,eng,1251
Clarissa Or The History of a Young Lady,10/4/2005,576,3.37,56,8,eng,1838
The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),4/1/2006,303,3.37,1745,229,eng,1090
Evening,9/7/1999,288,3.37,3765,550,eng,2139
Entry to Elsewhen,2/28/1975,172,3.37,58,3,eng,512
User,7/15/2003,255,3.37,81,8,eng,2121
El Club Dante,3/1/2006,586,3.38,156,9,spa,1571
El club Dante,8/30/2004,464,3.38,57,2,spa,1809
Catching Alice,10/31/2000,328,3.38,948,27,eng,189
The Echo Maker,8/21/2007,449,3.38,555,115,eng,1556
The Cloud Atlas,8/1/2004,368,3.38,1748,260,eng,561
Taking Sides (Sweet Valley High #31),9/1/1986,134,3.38,813,23,eng,196
Posing for Portrait Photography: A Head-To-Toe Guide,7/1/2004,124,3.38,51,0,eng,88
Prep : A Novel,11/22/2005,420,3.38,55304,4450,eng,1678
Hard Sell,5/1/1993,268,3.38,700,14,eng,28
Underdog (Wolfe Brothers #1),5/1/1999,153,3.38,2591,207,eng,1686
The Echo Maker,10/17/2006,451,3.38,7087,1119,eng,697
Doctor Who Short Trips: Repercussions,7/1/2004,246,3.38,42,5,eng,270
Phantoms,4/4/1989,270,3.38,13,0,eng,511
Black Cats and Broken Mirrors,6/1/1998,320,3.38,63,7,eng,511
Coronado: Stories,8/8/2006,240,3.38,2907,261,eng,2231
The Book of Other People,1/2/2008,304,3.38,2546,328,eng,1498
Nathaniel Hawthorne: The Scarlet Letter: Essays Articles Reviews,12/27/2000,192,3.38,172,10,eng,443
There's No Toilet Paper . . . on the Road Less Traveled: The Best of Travel Humor and Misadventure,11/16/2005,216,3.38,413,53,eng,2038
The Red Badge of Courage & The Veteran,9/12/2000,336,3.38,497,40,eng,1301
Son of Superman,1/1/2000,95,3.38,11,1,eng,519
Wyrms,4/5/2003,336,3.38,4984,202,eng,1423
Bizarre World,5/1/2001,120,3.38,73,6,eng,2291
ebay Timesaving Techniques for Dummies,5/31/2004,391,3.39,22,1,eng,2222
Writings and Selected Narratives of the Exploration and Settlement of Virginia,3/22/2007,1327,3.39,28,3,eng,1147
Matters of Choice (Cole Family Trilogy #3),5/1/1997,448,3.39,2680,142,eng,1834
Manliness,3/11/2006,304,3.39,177,31,eng,2258
Homebody,1/25/1999,430,3.39,2707,167,eng,923
The Coming of the Fairies,10/1/2006,189,3.39,208,38,eng,274
Corroborating Evidence: The Black Dahlia Murder,10/30/2005,234,3.39,12,1,eng,1938
Clown Girl,1/4/2007,297,3.39,6015,327,eng,943
The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,8/7/2006,384,3.39,52,8,eng,756
Entre Amis: An Interactive Approach,3/17/2005,528,3.39,23,4,eng,963
Heavy Water and Other Stories,3/14/2000,208,3.39,1071,49,eng,2139
Joe College,10/1/2006,306,3.39,3832,256,eng,1900
Earth Air Fire Water (Tales from the Eternal Archives #2),11/1/1999,320,3.39,28,6,eng,511
Inside the Mind of Gideon Rayburn (Midvale Academy #1),5/2/2006,289,3.39,1072,90,eng,1900
Philosophy Made Simple,3/1/2007,304,3.39,501,84,eng,182
Before Night Falls,9/1/2007,74,3.39,23,6,eng,221
Bone In The Throat,4/30/2002,290,3.39,30,4,eng,359
Forest Mage (Soldier Son #2),8/29/2006,718,3.39,13716,393,eng,895
Yeats ist tot!,4/1/2003,332,3.4,11,2,ger,1159
Kiffe Kiffe Demain (French Edition),10/1/2005,182,3.4,19,1,fre,759
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,2/1/2006,211,3.4,213,26,eng,349
The Discomfort Zone: A Personal Journey,8/28/2006,6,3.4,43,15,eng,976
The Scarlet Letter,9/19/2000,241,3.4,5503,220,eng,1301
The Museum of Dr. Moses: Tales of Mystery and Suspense,8/6/2007,229,3.4,778,122,eng,1002
Ready or Not (All-American Girl #2),4/12/2006,238,3.4,86,8,eng,1994
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,2/1/2007,211,3.4,34,3,eng,349
Everyone Worth Knowing,12/26/2006,448,3.4,67653,1680,eng,1586
The Evidence-Based Social Work Skills Book,9/22/2003,216,3.4,10,0,eng,1484
Who Needs Greek? Contests in the Cultural History of Hellenism,4/4/2002,334,3.4,10,1,eng,353
Kiffe Kiffe Tomorrow,7/3/2006,179,3.4,1084,131,eng,1232
The Shrouded Walls,12/31/2010,224,3.4,305,31,eng,1894
The Scarlet Letter,2/27/2003,279,3.4,609586,10402,eng,1498
The Scarlet Letter,5/1/2004,400,3.4,1373,68,eng,1850
The Scarlet Letter,7/14/2006,224,3.4,109,8,eng,101
The Scarlet Letter,8/2/2005,538,3.4,534,11,eng,1087
Nathaniel Hawthorne's The Scarlet Letter,4/29/2001,240,3.4,10,0,eng,428
Cliffs Notes on Wiesel's Night,8/22/1996,80,3.4,5,1,eng,428
The Scarlet Letter,11/1/2006,553,3.4,23,4,eng,1087
Moods,1/1/1991,538,3.4,314,48,eng,1760
The Spy Who Loved Me (James Bond #10),9/2/2003,198,3.4,8053,460,eng,1498
Cliffs Notes on Voltaire's Candide,3/29/1965,80,3.4,9,3,eng,428
Ready or Not (All-American Girl #2),8/1/2005,238,3.4,22149,737,eng,905
CliffsNotes on Joyce's Dubliners (Cliffs Notes),4/25/2003,80,3.4,5,2,eng,428
The Dig,1/1/1998,336,3.4,2,0,eng,1820
The Discomfort Zone: A Personal History,9/5/2006,195,3.4,4760,532,eng,697
The Review of Contemporary Fiction: Fall 2001: Gilbert Sorrentino/William Gaddis/Mary Caponegro/Margery Latimer,9/1/2001,240,3.4,5,2,eng,499
ADHD in Adulthood: A Guide to Current Theory Diagnosis and Treatment,11/6/2001,376,3.4,5,0,eng,1073
Fantastic Alice,12/1/1995,291,3.4,147,14,eng,33
Floor Games (Sandplay Classics),9/1/2004,110,3.4,46,3,eng,1962
Teaching the World's Children: ESL for Ages Three to Seven (The Pippin Teacher's Library),5/13/2004,101,3.4,5,3,eng,1569
The Fish Kisser,11/1/2001,360,3.4,9,0,eng,611
Yeats Is Dead,6/6/2002,298,3.4,34,4,eng,2139
Einstein's Monsters,1/5/2011,151,3.4,820,33,eng,2149
The Home Front,2/23/1989,192,3.4,1,1,eng,620
A Million Little Lies,3/28/2006,191,3.41,201,24,eng,2237
Love @ First Site,5/9/2006,368,3.41,910,74,eng,337
At Risk (Winston Garano #1),4/3/2007,289,3.41,10084,598,eng,253
The Dead Beat: Lost Souls Lucky Stiffs and the Perverse Pleasures of Obituaries,1/30/2007,272,3.41,1137,231,eng,888
Drum Into Silence (Drums of Chaos #3),2/1/2004,399,3.41,1,0,eng,2026
Jungle Love,8/1/2002,95,3.41,59,7,eng,353
At Risk (Winston Garano #1),5/23/2006,212,3.41,422,47,eng,764
Lipstick Jungle,8/8/2006,496,3.41,37514,780,eng,837
Lipstick Jungle,4/1/2007,532,3.41,422,48,eng,837
The Comfort of Strangers,11/1/1994,128,3.41,11116,836,eng,94
Grimus,9/30/2003,320,3.41,2560,150,eng,1677
Love-Lies-Bleeding,1/10/2006,112,3.41,300,24,eng,1800
Lord Malquist and Mr. Moon,8/15/2006,200,3.41,192,23,eng,824
Brick Lane,6/2/2004,432,3.41,23848,1465,eng,1800
House of Meetings,1/16/2007,241,3.41,1917,206,eng,65
The Porcelain Dove,7/1/1994,416,3.41,206,28,eng,1581
Westminster Abby,5/5/2005,192,3.41,1169,83,eng,1889
Kid Eternity,2/1/2006,144,3.41,693,44,eng,2123
Stern Men,6/8/2001,304,3.41,4308,542,eng,1232
The Landing of the Pilgrims,2/12/1981,160,3.41,611,69,eng,1667
Plato Not Prozac!: Applying Eternal Wisdom to Everyday Problems,8/1/2000,320,3.41,870,67,eng,888
Anatomy of a Boyfriend (Anatomy #1),1/9/2007,259,3.41,4470,485,eng,536
Mistletoe,10/1/2006,222,3.41,541,57,eng,1793
Earthborn (Homecoming Saga #5),5/1/1995,378,3.41,64,2,eng,2024
Santa Cruise: A Holiday Mystery at Sea,11/14/2006,261,3.41,4844,433,eng,1800
The Puritan Dilemma: The Story of John Winthrop,10/1/2006,210,3.41,551,58,eng,1484
Landing,5/7/2007,336,3.41,3032,309,eng,1002
Los diarios de Nanny,1/1/2003,392,3.42,33,4,spa,1776
Die Tagebücher einer Nanny,2/1/2003,344,3.42,38,2,ger,795
2012: The Return of Quetzalcoatl,5/4/2006,408,3.42,1416,217,eng,1949
Talk Talk,7/6/2006,340,3.42,4094,497,eng,2129
I am Charlotte Simmons,8/30/2005,738,3.42,20888,1688,eng,1558
Acharnians,5/1/2003,96,3.42,23,1,eng,734
Tono-Bungay,6/28/2005,414,3.42,856,111,eng,1515
The Hunters,5/18/2003,200,3.42,406,64,eng,1556
The Imaginary Girlfriend,12/3/2002,208,3.42,1841,112,eng,189
Heart of Darkness,10/1/2003,188,3.42,321078,8423,eng,814
Heart of Darkness,5/1/2003,132,3.42,92,11,eng,2220
Diabetes Meal Planning Made Easy,10/15/2006,301,3.42,33,4,eng,85
A Long Way Down,5/2/2006,368,3.42,65202,3943,eng,1721
The Science of Stephen King: From 'Carrie' to 'Cell ' The Terrifying Truth Behind the Horror Master's Fiction,8/1/2007,272,3.42,62,9,eng,2222
The Dive From Clausen's Pier,4/8/2003,432,3.42,19844,1747,eng,2139
The Dive from Clausen's Pier,3/27/2003,368,3.42,60,8,eng,1554
Heart of Darkness,9/24/2006,101,3.42,1363,58,eng,2291
The Friday Night Knitting Club (Friday Night Knitting Club #1),1/18/2007,352,3.42,64473,7744,eng,765
The Nature of the Child,5/13/1994,352,3.42,12,1,eng,224
Double Fold: Libraries and the Assault on Paper,4/9/2002,370,3.42,846,91,eng,2139
After the Mourning (Francis Hancock #2),12/28/2006,352,3.42,104,11,eng,949
Undertaker of the Mind: John Monro and Mad-Doctoring in Eighteenth-Century England,11/27/2001,386,3.42,12,1,eng,2075
Last Bite,6/9/2006,308,3.42,372,66,eng,70
Prom Anonymous,2/15/2007,262,3.42,462,59,eng,1889
The Water Babies,12/5/1994,224,3.42,6148,318,eng,2249
Un Lugar Llamado Nada,8/30/2006,475,3.43,98,6,spa,1571
Dragon's Eye (Stonefort #1),10/31/2006,368,3.43,133,16,eng,28
Empire (Empire #1),11/28/2006,352,3.43,8577,756,eng,2024
A Woman in Jerusalem,8/14/2006,256,3.43,851,132,eng,1002
The Classic Ten: The True Story of the Little Black Dress and Nine Other Fashion Favorites,10/28/2003,224,3.43,109,14,eng,1498
Americana,7/6/1989,377,3.43,393,55,eng,1498
Running Dog,7/17/1989,256,3.43,1356,72,eng,2145
The Eyes of Heisenberg,9/16/2002,192,3.43,1485,76,eng,2024
Self,4/7/2003,331,3.43,2359,146,eng,2291
The Spy Who Barked (Adam Sharp #1),4/9/2002,48,3.43,26,5,eng,1667
Waverley,8/20/1998,463,3.43,69,8,eng,1453
Amsterdam,11/2/1999,208,3.43,35998,2445,eng,97
Fodor's Amsterdam (Fodor's Gold Guides),4/6/2004,288,3.43,6,0,eng,735
Saving Fish from Drowning,9/26/2006,472,3.43,26762,2524,eng,189
Gertrud The Great Of Helfta: Spiritual Exercises,11/1/1989,165,3.43,7,1,eng,413
Shopgirl,1/1/2000,130,3.43,30067,2166,eng,837
Outlander - The Exile of Sharad Hett (Star Wars: Ongoing Volume 2),4/18/2001,144,3.43,126,17,eng,501
Waiting Sands,3/1/2003,192,3.43,314,14,eng,2291
Americana,8/10/1993,454,3.43,3683,238,eng,37
The Hidden Hand,5/1/1992,272,3.43,5,0,eng,888
The Turn of the Screw (Norton Critical Edition),7/17/1999,271,3.43,790,93,eng,2171
The Turn of the Screw,11/6/2003,386,3.43,616,77,eng,243
Spider-Man: Saga of the Sandman,3/21/2007,176,3.43,46,5,eng,1241
Shopgirl,9/11/2000,130,3.43,1229,147,eng,1017
Death of a Darklord (Ravenloft #13),7/11/2006,306,3.43,2679,113,eng,2245
South Park and Philosophy: You Know I Learned Something Today,11/22/2006,273,3.43,1135,37,eng,283
Outsiders Vol. 5: The Good Fight,1/3/2007,192,3.43,122,12,eng,519
The Humor of the American Cowboy,7/1/2006,200,3.43,3,1,eng,274
Margaret Atwood's Power: Mirrors Reflections and Images in Select Fiction and Poetry,10/6/1993,176,3.43,7,1,eng,1933
Theft: A Love Story,5/9/2006,269,3.43,2561,277,eng,65
Graphic Design Now,11/1/2005,349,3.43,67,2,eng,1952
American Genesis: Captain John Smith and the Founding of Virginia,8/17/2019,224,3.43,23,2,eng,1484
The Mystery Play,8/1/1995,80,3.44,688,40,eng,2123
The Ring Bearer,2/20/2006,32,3.44,17,2,eng,576
Once Upon a Gulf Coast Summer,1/15/2004,368,3.44,36,9,eng,177
Bill Bryson's African Diary,12/3/2002,55,3.44,7270,499,eng,337
The Zebra Wall,2/15/2005,147,3.44,217,24,eng,817
Love As A Foreign Language #5,2/1/2006,58,3.44,9,2,eng,1417
The Gremlins,9/26/2006,56,3.44,511,65,eng,502
Black Dogs,12/29/1998,149,3.44,7938,490,eng,94
The Sari Shop,6/17/2005,224,3.44,1858,153,eng,2291
Summer Crossing,9/28/2006,142,3.44,5274,428,eng,1301
Book of Dreams,5/1/2001,250,3.44,924,25,eng,417
The Bram Stoker Bedside Companion: 10 Stories by the Author of Dracula,6/1/1973,224,3.44,21,2,eng,1947
Beowulf,9/1/1999,160,3.44,2753,150,eng,1838
Beowulf: A Dual-Language Edition,2/14/2006,464,3.44,246,32,eng,94
Bill Bryson's African Diary,12/2/2002,63,3.44,264,22,eng,588
Blood on the Moon (Lloyd Hopkins #1),5/10/2005,272,3.44,1612,100,eng,2139
Blood Moon Over Britain,12/1/2005,323,3.44,17,4,eng,1142
Waterworks,5/31/1994,0,3.44,16,2,eng,1665
Why Did the Soviet Union Collapse?: Understanding Historical Change,5/21/1998,240,3.44,42,3,eng,1740
Riley in the Morning,11/27/2008,224,3.44,2268,49,eng,801
Thumbsucker,10/19/1999,300,3.44,1203,111,eng,337
Over 100 Truly Astonishing Sex Tips,1/1/2000,128,3.44,9,0,eng,365
When Night Falls,10/1/2000,436,3.44,41,3,eng,1586
Alone in the Crowd (Sweet Valley High #28),4/1/1986,136,3.44,695,27,eng,196
The New Jessica (Sweet Valley High #32),10/1/1986,136,3.44,1054,25,eng,196
Minion (Vampire Huntress #1),5/4/2004,286,3.44,5531,493,eng,1902
Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,4/20/2006,161,3.44,9,1,eng,2100
Total Eclipse,2/7/1984,206,3.44,288,22,eng,511
Mission Possible,4/30/1999,242,3.44,0,0,eng,1252
Enslaved by Ducks,10/1/2004,308,3.44,2263,448,eng,70
L'epée de Shannara,11/27/2002,390,3.45,6,2,fre,325
Hatchet Jobs: Writings on Contemporary Fiction,11/1/2005,228,3.45,99,16,eng,1983
God of Tarot (Tarot #1),3/1/1987,288,3.45,1737,36,eng,28
The South Beach Diet: The Delicious Doctor-Designed Foolproof Plan for Fast and Healthy Weight Loss,4/5/2003,310,3.45,553,18,eng,1736
How to Go to College Almost for Free Updated,9/18/2001,400,3.45,111,11,eng,441
The Nuclear Age,12/1/1996,320,3.45,945,61,eng,1498
London is the Best City in America,5/18/2006,256,3.45,2168,233,eng,2128
Supreme Power: Hyperion,7/19/2006,120,3.45,232,9,eng,1241
Cliffs notes on Warren's All the King's Men,1/13/1964,80,3.45,3,1,eng,428
Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,1/31/2006,311,3.45,234,77,eng,189
The White Masai,10/10/2006,320,3.45,4504,491,eng,90
Navajo Long Walk,7/1/1994,128,3.45,56,11,eng,1729
Cuba 15,3/8/2005,304,3.45,1054,145,eng,652
Brazil,8/27/1996,272,3.45,2001,150,eng,1678
A Simple Habana Melody,6/17/2003,368,3.45,330,36,eng,888
The Adventures of Race Williams,1/1/1989,342,3.45,11,3,eng,1327
What Would Machiavelli Do?: The Ends Justify the Meanness,7/28/2004,176,3.45,464,58,eng,883
Fantasy Gone Wrong,9/5/2006,309,3.45,229,33,eng,511
From a Buick 8,9/24/2002,356,3.45,53587,1330,eng,1800
The Abandoned (Harrow House #4),5/1/2005,370,3.45,229,23,eng,1142
American Dragons: Twenty-five Asian American Voices,9/7/1995,256,3.45,66,10,eng,905
"Most Likely to Succeed at Work: How Work Is Just Like High School -- Crib Notes for Getting Along and Getting Ahead Amidst Bullies Teachers' Pets Cheerleaders and Other Members of the ""Class""",6/5/2003,224,3.45,11,1,eng,1904
Emotionally Weird,7/6/2001,368,3.45,5308,482,eng,1556
The Wedding Night,11/23/2001,256,3.45,795,23,eng,1288
A Modern Utopia,3/31/2006,320,3.45,596,53,eng,1508
Temperatures Rising,11/28/2006,214,3.45,2059,80,eng,196
The Killing of Monday Brown,7/1/1996,320,3.45,92,11,eng,193
Mr. Maybe,6/11/2002,368,3.45,87217,832,eng,337
Tales of Magick: Dark Adventure,12/10/1999,96,3.45,38,2,eng,2219
Steamed (A Gourmet Girl Mystery #1),2/6/2007,320,3.45,956,93,eng,252
Glamorama,2/22/2010,832,3.46,46,0,ger,1099
Moo,6/1/1999,482,3.46,6441,492,fre,1719
Glamorama,2/15/2001,537,3.46,56,5,fre,329
The Hollow Man,9/1/1993,342,3.46,2532,149,eng,206
Julie or the New Heloise,10/1/1997,728,3.46,1019,27,eng,505
Diabolo: Volume 1,11/1/2004,199,3.46,207,9,eng,2015
Slaughterhouse Blues: The Meat and Poultry Industry in North America,4/17/2003,172,3.46,27,1,eng,2181
The Pursuit of History,2/1/2006,357,3.46,374,17,eng,1192
Practical DV Filmmaking,11/1/2005,408,3.46,9,0,eng,731
Getting Things Done When You Are Not in Charge,8/27/2001,176,3.46,75,12,eng,264
Scholar of Decay (Ravenloft #14),5/1/2000,313,3.46,38,1,eng,2044
Orient Express,8/31/2004,197,3.46,2064,220,eng,1515
The Amazing Adventures of the Escapist: Volume 1,5/18/2004,159,3.46,1097,105,eng,501
The Pearl,1/8/2002,96,3.46,160706,6198,eng,1498
Naked Lunch,1/26/2004,289,3.46,65998,2497,eng,824
Naked Lunch: The Restored Text,5/3/2005,289,3.46,509,65,eng,905
Parachutes & Kisses,8/3/2006,405,3.46,577,26,eng,1950
Glamorama,3/21/2000,546,3.46,18181,669,eng,2139
Between Time and Timbuktu or Prometheus-5,7/15/1972,304,3.46,727,23,eng,544
The White Castle,7/26/2000,161,3.46,6994,431,eng,683
After the Wreck I Picked Myself Up Spread My Wings and Flew Away,9/1/2006,292,3.46,1168,129,eng,905
Terraforming Earth,2/17/2003,352,3.46,17,3,eng,2027
The Little Friend,6/1/2007,555,3.46,808,112,eng,289
The Little Friend,10/28/2002,559,3.46,220,25,eng,289
The Diezmo,6/15/2006,224,3.46,11,1,eng,1232
Tanglewreck,7/1/2006,415,3.46,1684,202,eng,294
Devilish,9/7/2006,263,3.46,4782,463,eng,1688
Antibodies,8/11/2005,1,3.46,67,4,eng,158
The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,11/1/2005,208,3.46,88,5,eng,570
Zizek: A Critical Introduction,4/29/2003,195,3.46,37,4,eng,1596
The Crack in Space,3/8/2005,188,3.46,1878,142,eng,2139
Hard News (Rune #3),1/2/2001,304,3.46,982,52,eng,193
1001 Illuminated Initial Letters: 27 Full-Color Plates,4/1/1988,32,3.46,11,1,eng,596
Jessica's Bad Idea (Sweet Valley Twins and Friends #31),8/1/1989,104,3.46,318,6,eng,193
Star Trek: Logs One and Two (Star Trek: Log #1-2),9/5/2006,370,3.46,58,4,eng,530
Girl Meets Ape,1/5/2004,406,3.46,553,20,eng,463
Bailando al rescate (Dora La Exploradora),9/1/2005,24,3.47,2,0,spa,1151
Vision of Tarot (Tarot #2),7/15/1987,260,3.47,1485,13,eng,31
Lovelock (Mayflower Trilogy #1),2/1/2001,288,3.47,2150,85,eng,1907
What a Scare Jesse Bear,3/21/2012,32,3.47,104,21,eng,53
Sgt. Rock: The Prophecy,4/7/2007,144,3.47,76,11,eng,519
Sweet 18 (SVH Senior Year #48),1/14/2003,179,3.47,116,3,eng,193
Aurora Dawn,4/15/1992,288,3.47,213,20,eng,182
Sharing Good Times,11/7/2005,192,3.47,238,35,eng,1864
The Blue Flower,4/15/1997,226,3.47,3334,514,eng,1232
Son of a Witch (The Wicked Years #2),9/26/2006,352,3.47,52323,3023,eng,2237
I Dreamed I Married Perry Mason (A Cece Caruso Mystery #1),3/29/2005,280,3.47,788,104,eng,169
Hidden World,3/1/2003,182,3.47,58,5,eng,1820
Blood Moon Over Bengal,10/1/2004,337,3.47,20,6,eng,1142
Country of Origin,4/17/2005,320,3.47,317,41,eng,2291
Boys Against Girls (Sweet Valley Twins #17),9/23/1988,104,3.47,4,1,eng,196
Boys Against Girls (Sweet Valley Twins #17),3/1/1988,104,3.47,18,2,eng,193
Data Structures and Abstractions with Java,8/4/2006,998,3.47,34,3,eng,1613
Legacy of the Darksword (The Darksword #4),6/1/1998,400,3.47,138,4,eng,1891
A Kiss Remembered,4/1/2003,224,3.47,3667,164,eng,10
Hart's Hope,2/1/1983,261,3.47,24,4,eng,252
The Simpsons and Philosophy: The D'oh! of Homer,2/28/2001,256,3.47,2039,135,eng,1420
Legends Lies Cherished Myths of World History,11/29/2011,320,3.47,222,16,eng,2237
Baumgartner's Bombay,5/19/2000,240,3.47,666,49,eng,1232
Loving Will Shakespeare,10/1/2006,265,3.47,1361,166,eng,863
Everything I Needed to Know about Being a Girl I Learned from Judy Blume,6/5/2007,275,3.47,1750,323,eng,1586
Follow Your Heart's Vegetarian Soup Cookbook,12/31/1983,127,3.47,15,1,eng,2246
Black Widow: The Things They Say About Her,6/7/2006,144,3.47,302,33,eng,1241
Hart's Hope,3/28/1992,261,3.47,32,5,eng,2024
La historia de la familia Roccamatio de Helsinki,1/1/2007,91,3.48,14,2,spa,551
The Guy Not Taken: Stories,9/5/2006,292,3.48,21715,1044,eng,152
Like A Charm,5/26/2015,384,3.48,22,4,eng,2237
Eastern Standard Tribe,4/1/2005,223,3.48,3213,213,eng,2024
7 Steps to Midnight,7/18/2003,320,3.48,423,44,eng,744
How to Buy Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,5/3/2005,336,3.48,76,9,eng,2237
Rails Cookbook: Recipes for Rapid Web Development with Ruby,1/1/2007,514,3.48,64,1,eng,1403
Great Jones Street,1/1/1994,272,3.48,2492,145,eng,1498
The Longest Journey,7/27/2006,396,3.48,1665,125,eng,1515
