id,titulo,fecha_publicación,num_páginas,ranking,num_votantes_libro,num_comentarios,Id_idioma,id_editorial
343,My Movie Business,10/5/2000,158,3.34,27,2,eng,280
344,Bound In Blood: The Erotic Journey of a Vampire,5/1/2001,352,3.35,71,10,eng,1090
345,I Should Be Extremely Happy in Your Company: A Novel of Lewis and Clark,12/30/2003,432,3.35,339,76,eng,1492
346,The Water-Method Man,6/23/1997,272,3.35,10479,251,eng,188
347,Gulliver's Travels,1/29/2008,64,3.35,13,3,eng,2109
348,The Mysterious Flame of Queen Loana,6/5/2006,480,3.35,8263,624,eng,1232
349,The Dark Arena,5/1/2001,288,3.35,1554,54,eng,188
350,The Soft Machine (The Nova Trilogy #1),1/13/1994,184,3.35,5892,204,eng,824
351,The Girl With The Golden Eyes,6/17/2004,72,3.35,801,56,eng,1094
352,Demon Rumm,11/29/2005,230,3.35,3122,144,eng,193
353,Star Wars: Underworld - The Yavin Vassilika,10/16/2001,120,3.35,83,6,eng,501
354,El Paso,7/15/1999,256,3.35,23,4,eng,1899
355,The Red Badge of Courage and Four Stories,2/1/1997,240,3.35,265,29,eng,1834
356,Starting Over (Sweet Valley High #33),12/1/1986,153,3.35,3,0,eng,193
357,Blue Angel,2/28/2006,314,3.35,2948,383,eng,879
358,Seven Sunny Days,4/26/2005,352,3.35,588,30,eng,1703
360,Marilyn Manson,4/15/1998,192,3.36,116,5,eng,820
361,Nightmare House (Harrow House #1),5/1/2004,340,3.36,971,101,eng,1141
362,Burning Bright,3/20/2007,320,3.36,10919,1113,eng,612
363,The Terminal Man,11/5/2002,266,3.36,21457,576,eng,169
364,The Stone Fey,9/1/1998,64,3.36,1036,78,eng,983
365,Good as Gold,11/12/1997,445,3.36,2631,100,eng,1864
366,The Scarlet Gang of Asakusa,4/18/2005,181,3.36,360,34,eng,2075
367,The Sunday Philosophy Club (Isabel Dalhousie #1),7/12/2005,272,3.36,16314,1764,eng,94
368,Changeling Storytellers Guide,8/1/1998,139,3.36,28,0,eng,2219
369,Time Twisters,1/2/2007,306,3.36,35,6,eng,511
370,The Halloween Man,10/1/1998,360,3.36,583,71,eng,1141
371,Who's To Blame (Sweet Valley High #66),6/1/1990,152,3.36,406,5,eng,193
372,Boomers Xers and Other Strangers: Understanding the Generational Differences that Divide Us,10/1/1999,384,3.36,28,4,eng,732
373,Wifey,9/6/2005,304,3.36,11056,750,eng,252
374,Harm's Way,5/27/2005,261,3.36,13,5,eng,2
375,The Church in Emerging Culture: Five Perspectives,10/19/2003,272,3.36,190,6,eng,2275
376,The Black Book of Hollywood Beauty Secrets,12/1/2006,224,3.37,130,16,eng,1581
377,Touchy and Feely (Sissy Sawyer #1),2/1/2007,208,3.37,86,12,eng,1819
378,Mr. and Mistress (Dynasties: The Elliotts #5),5/9/2006,185,3.37,191,16,eng,1839
379,Through a Brazen Mirror,2/25/2015,100,3.37,116,12,eng,410
380,Heat,9/1/1986,244,3.37,242,17,eng,2189
381,"Still More George W. Bushisms: ""Neither in French nor in English nor in Mexican""",11/4/2003,96,3.37,56,11,eng,719
382,The Philosophy of Hegel,2/1/1965,552,3.37,15,4,eng,1251
383,Clarissa Or The History of a Young Lady,10/4/2005,576,3.37,56,8,eng,1834
384,The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),4/1/2006,303,3.37,1745,229,eng,1090
385,Evening,9/7/1999,288,3.37,3765,550,eng,2139
386,Entry to Elsewhen,2/28/1975,172,3.37,58,3,eng,511
387,User,7/15/2003,255,3.37,81,8,eng,2121
388,El Club Dante,3/1/2006,586,3.38,156,9,spa,1570
389,El club Dante,8/30/2004,464,3.38,57,2,spa,1809
390,Catching Alice,10/31/2000,328,3.38,948,27,eng,188
391,The Echo Maker,8/21/2007,449,3.38,555,115,eng,1556
392,The Cloud Atlas,8/1/2004,368,3.38,1748,260,eng,559
393,Taking Sides (Sweet Valley High #31),9/1/1986,134,3.38,813,23,eng,193
394,Posing for Portrait Photography: A Head-To-Toe Guide,7/1/2004,124,3.38,51,0,eng,88
395,Prep : A Novel,11/22/2005,420,3.38,55304,4450,eng,1658
396,Hard Sell,5/1/1993,268,3.38,700,14,eng,28
397,Underdog (Wolfe Brothers #1),5/1/1999,153,3.38,2591,207,eng,1686
398,The Echo Maker,10/17/2006,451,3.38,7087,1119,eng,697
399,Doctor Who Short Trips: Repercussions,7/1/2004,246,3.38,42,5,eng,270
400,Phantoms,4/4/1989,270,3.38,13,0,eng,511
401,Black Cats and Broken Mirrors,6/1/1998,320,3.38,63,7,eng,511
402,Coronado: Stories,8/8/2006,240,3.38,2907,261,eng,1317
403,The Book of Other People,1/2/2008,304,3.38,2546,328,eng,1492
404,Nathaniel Hawthorne: The Scarlet Letter: Essays Articles Reviews,12/27/2000,192,3.38,172,10,eng,443
405,There's No Toilet Paper . . . on the Road Less Traveled: The Best of Travel Humor and Misadventure,11/16/2005,216,3.38,413,53,eng,2038
406,The Red Badge of Courage & The Veteran,9/12/2000,336,3.38,497,40,eng,1301
407,Son of Superman,1/1/2000,95,3.38,11,1,eng,519
408,Wyrms,4/5/2003,336,3.38,4984,202,eng,1423
409,Bizarre World,5/1/2001,120,3.38,73,6,eng,1172
410,ebay Timesaving Techniques for Dummies,5/31/2004,391,3.39,22,1,eng,2222
411,Writings and Selected Narratives of the Exploration and Settlement of Virginia,3/22/2007,1327,3.39,28,3,eng,1147
412,Matters of Choice (Cole Family Trilogy #3),5/1/1997,448,3.39,2680,142,eng,1834
413,Manliness,3/11/2006,304,3.39,177,31,eng,2258
414,Homebody,1/25/1999,430,3.39,2707,167,eng,879
415,The Coming of the Fairies,10/1/2006,189,3.39,208,38,eng,274
416,Corroborating Evidence: The Black Dahlia Murder,10/30/2005,234,3.39,12,1,eng,1938
417,Clown Girl,1/4/2007,297,3.39,6015,327,eng,943
418,The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,8/7/2006,384,3.39,52,8,eng,756
419,Entre Amis: An Interactive Approach,3/17/2005,528,3.39,23,4,eng,963
420,Heavy Water and Other Stories,3/14/2000,208,3.39,1071,49,eng,2139
421,Joe College,10/1/2006,306,3.39,3832,256,eng,820
422,Earth Air Fire Water (Tales from the Eternal Archives #2),11/1/1999,320,3.39,28,6,eng,511
423,Inside the Mind of Gideon Rayburn (Midvale Academy #1),5/2/2006,289,3.39,1072,90,eng,820
424,Philosophy Made Simple,3/1/2007,304,3.39,501,84,eng,181
425,Before Night Falls,9/1/2007,74,3.39,23,6,eng,221
426,Bone In The Throat,4/30/2002,290,3.39,30,4,eng,359
427,Forest Mage (Soldier Son #2),8/29/2006,718,3.39,13716,393,eng,879
428,Yeats ist tot!,4/1/2003,332,3.4,11,2,ger,1158
429,Kiffe Kiffe Demain (French Edition),10/1/2005,182,3.4,19,1,fre,758
430,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,2/1/2006,211,3.4,213,26,eng,349
431,The Discomfort Zone: A Personal Journey,8/28/2006,6,3.4,43,15,eng,976
432,The Scarlet Letter,9/19/2000,241,3.4,5503,220,eng,1301
433,The Museum of Dr. Moses: Tales of Mystery and Suspense,8/6/2007,229,3.4,778,122,eng,854
434,Ready or Not (All-American Girl #2),4/12/2006,238,3.4,86,8,eng,1994
435,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,2/1/2007,211,3.4,34,3,eng,349
436,Everyone Worth Knowing,12/26/2006,448,3.4,67653,1680,eng,1585
437,The Evidence-Based Social Work Skills Book,9/22/2003,216,3.4,10,0,eng,1484
438,Who Needs Greek? Contests in the Cultural History of Hellenism,4/4/2002,334,3.4,10,1,eng,353
439,Kiffe Kiffe Tomorrow,7/3/2006,179,3.4,1084,131,eng,1232
440,The Shrouded Walls,12/31/2010,224,3.4,305,31,eng,1894
441,The Scarlet Letter,2/27/2003,279,3.4,609586,10402,eng,1492
442,The Scarlet Letter,5/1/2004,400,3.4,1373,68,eng,1850
443,The Scarlet Letter,7/14/2006,224,3.4,109,8,eng,101
444,The Scarlet Letter,8/2/2005,538,3.4,534,11,eng,1087
445,Nathaniel Hawthorne's The Scarlet Letter,4/29/2001,240,3.4,10,0,eng,428
446,Cliffs Notes on Wiesel's Night,8/22/1996,80,3.4,5,1,eng,428
447,The Scarlet Letter,11/1/2006,553,3.4,23,4,eng,1087
448,Moods,1/1/1991,538,3.4,314,48,eng,1760
449,The Spy Who Loved Me (James Bond #10),9/2/2003,198,3.4,8053,460,eng,1492
450,Cliffs Notes on Voltaire's Candide,3/29/1965,80,3.4,9,3,eng,428
451,Ready or Not (All-American Girl #2),8/1/2005,238,3.4,22149,737,eng,437
452,CliffsNotes on Joyce's Dubliners (Cliffs Notes),4/25/2003,80,3.4,5,2,eng,428
453,The Dig,1/1/1998,336,3.4,2,0,eng,1819
454,The Discomfort Zone: A Personal History,9/5/2006,195,3.4,4760,532,eng,697
455,The Review of Contemporary Fiction: Fall 2001: Gilbert Sorrentino/William Gaddis/Mary Caponegro/Margery Latimer,9/1/2001,240,3.4,5,2,eng,499
456,ADHD in Adulthood: A Guide to Current Theory Diagnosis and Treatment,11/6/2001,376,3.4,5,0,eng,1073
457,Fantastic Alice,12/1/1995,291,3.4,147,14,eng,28
458,Floor Games (Sandplay Classics),9/1/2004,110,3.4,46,3,eng,1962
459,Teaching the World's Children: ESL for Ages Three to Seven (The Pippin Teacher's Library),5/13/2004,101,3.4,5,3,eng,1569
460,The Fish Kisser,11/1/2001,360,3.4,9,0,eng,611
461,Yeats Is Dead,6/6/2002,298,3.4,34,4,eng,2139
462,Einstein's Monsters,1/5/2011,151,3.4,820,33,eng,2139
463,The Home Front,2/23/1989,192,3.4,1,1,eng,620
464,A Million Little Lies,3/28/2006,191,3.41,201,24,eng,1317
465,Love @ First Site,5/9/2006,368,3.41,910,74,eng,336
466,At Risk (Winston Garano #1),4/3/2007,289,3.41,10084,598,eng,252
467,The Dead Beat: Lost Souls Lucky Stiffs and the Perverse Pleasures of Obituaries,1/30/2007,272,3.41,1137,231,eng,879
468,Drum Into Silence (Drums of Chaos #3),2/1/2004,399,3.41,1,0,eng,2023
469,Jungle Love,8/1/2002,95,3.41,59,7,eng,353
470,At Risk (Winston Garano #1),5/23/2006,212,3.41,422,47,eng,764
471,Lipstick Jungle,8/8/2006,496,3.41,37514,780,eng,836
472,Lipstick Jungle,4/1/2007,532,3.41,422,48,eng,836
473,The Comfort of Strangers,11/1/1994,128,3.41,11116,836,eng,94
474,Grimus,9/30/2003,320,3.41,2560,150,eng,1658
475,Love-Lies-Bleeding,1/10/2006,112,3.41,300,24,eng,1800
476,Lord Malquist and Mr. Moon,8/15/2006,200,3.41,192,23,eng,824
477,Brick Lane,6/2/2004,432,3.41,23848,1465,eng,1800
478,House of Meetings,1/16/2007,241,3.41,1917,206,eng,65
479,The Porcelain Dove,7/1/1994,416,3.41,206,28,eng,1581
480,Westminster Abby,5/5/2005,192,3.41,1169,83,eng,1889
481,Kid Eternity,2/1/2006,144,3.41,693,44,eng,2123
482,Stern Men,6/8/2001,304,3.41,4308,542,eng,1232
483,The Landing of the Pilgrims,2/12/1981,160,3.41,611,69,eng,1658
484,Plato Not Prozac!: Applying Eternal Wisdom to Everyday Problems,8/1/2000,320,3.41,870,67,eng,879
485,Anatomy of a Boyfriend (Anatomy #1),1/9/2007,259,3.41,4470,485,eng,536
486,Mistletoe,10/1/2006,222,3.41,541,57,eng,1786
487,Earthborn (Homecoming Saga #5),5/1/1995,378,3.41,64,2,eng,2023
488,Santa Cruise: A Holiday Mystery at Sea,11/14/2006,261,3.41,4844,433,eng,1800
489,The Puritan Dilemma: The Story of John Winthrop,10/1/2006,210,3.41,551,58,eng,1484
490,Landing,5/7/2007,336,3.41,3032,309,eng,854
491,Los diarios de Nanny,1/1/2003,392,3.42,33,4,spa,1776
492,Die TagebÃ¼cher einer Nanny,2/1/2003,344,3.42,38,2,ger,795
493,2012: The Return of Quetzalcoatl,5/4/2006,408,3.42,1416,217,eng,1949
494,Talk Talk,7/6/2006,340,3.42,4094,497,eng,2127
495,I am Charlotte Simmons,8/30/2005,738,3.42,20888,1688,eng,1556
496,Acharnians,5/1/2003,96,3.42,23,1,eng,732
497,Tono-Bungay,6/28/2005,414,3.42,856,111,eng,1492
498,The Hunters,5/18/2003,200,3.42,406,64,eng,1556
499,The Imaginary Girlfriend,12/3/2002,208,3.42,1841,112,eng,188
500,Heart of Darkness,10/1/2003,188,3.42,321078,8423,eng,814
501,Heart of Darkness,5/1/2003,132,3.42,92,11,eng,2220
502,Diabetes Meal Planning Made Easy,10/15/2006,301,3.42,33,4,eng,85
503,A Long Way Down,5/2/2006,368,3.42,65202,3943,eng,1721
504,The Science of Stephen King: From 'Carrie' to 'Cell ' The Terrifying Truth Behind the Horror Master's Fiction,8/1/2007,272,3.42,62,9,eng,2222
505,The Dive From Clausen's Pier,4/8/2003,432,3.42,19844,1747,eng,2139
506,The Dive from Clausen's Pier,3/27/2003,368,3.42,60,8,eng,1554
508,The Friday Night Knitting Club (Friday Night Knitting Club #1),1/18/2007,352,3.42,64473,7744,eng,765
509,The Nature of the Child,5/13/1994,352,3.42,12,1,eng,224
510,Double Fold: Libraries and the Assault on Paper,4/9/2002,370,3.42,846,91,eng,2139
511,After the Mourning (Francis Hancock #2),12/28/2006,352,3.42,104,11,eng,949
512,Undertaker of the Mind: John Monro and Mad-Doctoring in Eighteenth-Century England,11/27/2001,386,3.42,12,1,eng,2075
513,Last Bite,6/9/2006,308,3.42,372,66,eng,70
514,Prom Anonymous,2/15/2007,262,3.42,462,59,eng,1889
515,The Water Babies,12/5/1994,224,3.42,6148,318,eng,2249
516,Un Lugar Llamado Nada,8/30/2006,475,3.43,98,6,spa,1570
517,Dragon's Eye (Stonefort #1),10/31/2006,368,3.43,133,16,eng,28
518,Empire (Empire #1),11/28/2006,352,3.43,8577,756,eng,2023
519,A Woman in Jerusalem,8/14/2006,256,3.43,851,132,eng,854
520,The Classic Ten: The True Story of the Little Black Dress and Nine Other Fashion Favorites,10/28/2003,224,3.43,109,14,eng,1492
521,Americana,7/6/1989,377,3.43,393,55,eng,1492
522,Running Dog,7/17/1989,256,3.43,1356,72,eng,2139
523,The Eyes of Heisenberg,9/16/2002,192,3.43,1485,76,eng,2023
525,The Spy Who Barked (Adam Sharp #1),4/9/2002,48,3.43,26,5,eng,1658
526,Waverley,8/20/1998,463,3.43,69,8,eng,1453
527,Amsterdam,11/2/1999,208,3.43,35998,2445,eng,94
528,Fodor's Amsterdam (Fodor's Gold Guides),4/6/2004,288,3.43,6,0,eng,735
529,Saving Fish from Drowning,9/26/2006,472,3.43,26762,2524,eng,188
530,Gertrud The Great Of Helfta: Spiritual Exercises,11/1/1989,165,3.43,7,1,eng,413
531,Shopgirl,1/1/2000,130,3.43,30067,2166,eng,836
532,Outlander - The Exile of Sharad Hett (Star Wars: Ongoing Volume 2),4/18/2001,144,3.43,126,17,eng,501
533,Waiting Sands,3/1/2003,192,3.43,314,14,eng,1172
534,Americana,8/10/1993,454,3.43,3683,238,eng,37
535,The Hidden Hand,5/1/1992,272,3.43,5,0,eng,879
536,The Turn of the Screw (Norton Critical Edition),7/17/1999,271,3.43,790,93,eng,1394
537,The Turn of the Screw,11/6/2003,386,3.43,616,77,eng,243
538,Spider-Man: Saga of the Sandman,3/21/2007,176,3.43,46,5,eng,1241
539,Shopgirl,9/11/2000,130,3.43,1229,147,eng,1017
540,Death of a Darklord (Ravenloft #13),7/11/2006,306,3.43,2679,113,eng,2245
541,South Park and Philosophy: You Know I Learned Something Today,11/22/2006,273,3.43,1135,37,eng,283
542,Outsiders Vol. 5: The Good Fight,1/3/2007,192,3.43,122,12,eng,519
543,The Humor of the American Cowboy,7/1/2006,200,3.43,3,1,eng,274
544,Margaret Atwood's Power: Mirrors Reflections and Images in Select Fiction and Poetry,10/6/1993,176,3.43,7,1,eng,1931
545,Theft: A Love Story,5/9/2006,269,3.43,2561,277,eng,65
546,Graphic Design Now,11/1/2005,349,3.43,67,2,eng,1952
547,American Genesis: Captain John Smith and the Founding of Virginia,8/17/2019,224,3.43,23,2,eng,1484
548,The Mystery Play,8/1/1995,80,3.44,688,40,eng,2123
549,The Ring Bearer,2/20/2006,32,3.44,17,2,eng,576
550,Once Upon a Gulf Coast Summer,1/15/2004,368,3.44,36,9,eng,177
551,Bill Bryson's African Diary,12/3/2002,55,3.44,7270,499,eng,336
552,The Zebra Wall,2/15/2005,147,3.44,217,24,eng,817
553,Love As A Foreign Language #5,2/1/2006,58,3.44,9,2,eng,1417
554,The Gremlins,9/26/2006,56,3.44,511,65,eng,501
555,Black Dogs,12/29/1998,149,3.44,7938,490,eng,94
556,The Sari Shop,6/17/2005,224,3.44,1858,153,eng,1394
557,Summer Crossing,9/28/2006,142,3.44,5274,428,eng,1301
558,Book of Dreams,5/1/2001,250,3.44,924,25,eng,416
559,The Bram Stoker Bedside Companion: 10 Stories by the Author of Dracula,6/1/1973,224,3.44,21,2,eng,1947
560,Beowulf,9/1/1999,160,3.44,2753,150,eng,1834
561,Beowulf: A Dual-Language Edition,2/14/2006,464,3.44,246,32,eng,94
562,Bill Bryson's African Diary,12/2/2002,63,3.44,264,22,eng,588
563,Blood on the Moon (Lloyd Hopkins #1),5/10/2005,272,3.44,1612,100,eng,2139
564,Blood Moon Over Britain,12/1/2005,323,3.44,17,4,eng,1141
565,Waterworks,5/31/1994,0,3.44,16,2,eng,1658
566,Why Did the Soviet Union Collapse?: Understanding Historical Change,5/21/1998,240,3.44,42,3,eng,1740
567,Riley in the Morning,11/27/2008,224,3.44,2268,49,eng,801
568,Thumbsucker,10/19/1999,300,3.44,1203,111,eng,336
569,Over 100 Truly Astonishing Sex Tips,1/1/2000,128,3.44,9,0,eng,365
570,When Night Falls,10/1/2000,436,3.44,41,3,eng,1585
571,Alone in the Crowd (Sweet Valley High #28),4/1/1986,136,3.44,695,27,eng,193
572,The New Jessica (Sweet Valley High #32),10/1/1986,136,3.44,1054,25,eng,193
573,Minion (Vampire Huntress #1),5/4/2004,286,3.44,5531,493,eng,1899
574,Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,4/20/2006,161,3.44,9,1,eng,2100
575,Total Eclipse,2/7/1984,206,3.44,288,22,eng,511
576,Mission Possible,4/30/1999,242,3.44,0,0,eng,1251
577,Enslaved by Ducks,10/1/2004,308,3.44,2263,448,eng,70
578,L'epÃ©e de Shannara,11/27/2002,390,3.45,6,2,fre,325
579,Hatchet Jobs: Writings on Contemporary Fiction,11/1/2005,228,3.45,99,16,eng,1361
580,God of Tarot (Tarot #1),3/1/1987,288,3.45,1737,36,eng,28
581,The South Beach Diet: The Delicious Doctor-Designed Foolproof Plan for Fast and Healthy Weight Loss,4/5/2003,310,3.45,553,18,eng,1736
582,How to Go to College Almost for Free Updated,9/18/2001,400,3.45,111,11,eng,437
583,The Nuclear Age,12/1/1996,320,3.45,945,61,eng,1492
584,London is the Best City in America,5/18/2006,256,3.45,2168,233,eng,2127
585,Supreme Power: Hyperion,7/19/2006,120,3.45,232,9,eng,1241
586,Cliffs notes on Warren's All the King's Men,1/13/1964,80,3.45,3,1,eng,428
587,Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,1/31/2006,311,3.45,234,77,eng,188
588,The White Masai,10/10/2006,320,3.45,4504,491,eng,90
589,Navajo Long Walk,7/1/1994,128,3.45,56,11,eng,1729
590,Cuba 15,3/8/2005,304,3.45,1054,145,eng,652
591,Brazil,8/27/1996,272,3.45,2001,150,eng,1658
592,A Simple Habana Melody,6/17/2003,368,3.45,330,36,eng,879
593,The Adventures of Race Williams,1/1/1989,342,3.45,11,3,eng,1327
594,What Would Machiavelli Do?: The Ends Justify the Meanness,7/28/2004,176,3.45,464,58,eng,879
595,Fantasy Gone Wrong,9/5/2006,309,3.45,229,33,eng,511
596,From a Buick 8,9/24/2002,356,3.45,53587,1330,eng,1800
597,The Abandoned (Harrow House #4),5/1/2005,370,3.45,229,23,eng,1141
598,American Dragons: Twenty-five Asian American Voices,9/7/1995,256,3.45,66,10,eng,437
599,"Most Likely to Succeed at Work: How Work Is Just Like High School -- Crib Notes for Getting Along and Getting Ahead Amidst Bullies Teachers' Pets Cheerleaders and Other Members of the ""Class""",6/5/2003,224,3.45,11,1,eng,1899
600,Emotionally Weird,7/6/2001,368,3.45,5308,482,eng,1556
601,The Wedding Night,11/23/2001,256,3.45,795,23,eng,1288
602,A Modern Utopia,3/31/2006,320,3.45,596,53,eng,1492
603,Temperatures Rising,11/28/2006,214,3.45,2059,80,eng,193
604,The Killing of Monday Brown,7/1/1996,320,3.45,92,11,eng,193
605,Mr. Maybe,6/11/2002,368,3.45,87217,832,eng,336
606,Tales of Magick: Dark Adventure,12/10/1999,96,3.45,38,2,eng,2219
607,Steamed (A Gourmet Girl Mystery #1),2/6/2007,320,3.45,956,93,eng,252
608,Glamorama,2/22/2010,832,3.46,46,0,ger,1099
609,Moo,6/1/1999,482,3.46,6441,492,fre,1719
610,Glamorama,2/15/2001,537,3.46,56,5,fre,329
611,The Hollow Man,9/1/1993,342,3.46,2532,149,eng,193
612,Julie or the New Heloise,10/1/1997,728,3.46,1019,27,eng,505
613,Diabolo: Volume 1,11/1/2004,199,3.46,207,9,eng,2015
614,Slaughterhouse Blues: The Meat and Poultry Industry in North America,4/17/2003,172,3.46,27,1,eng,2181
615,The Pursuit of History,2/1/2006,357,3.46,374,17,eng,1191
616,Practical DV Filmmaking,11/1/2005,408,3.46,9,0,eng,731
617,Getting Things Done When You Are Not in Charge,8/27/2001,176,3.46,75,12,eng,264
618,Scholar of Decay (Ravenloft #14),5/1/2000,313,3.46,38,1,eng,2044
619,Orient Express,8/31/2004,197,3.46,2064,220,eng,1492
620,The Amazing Adventures of the Escapist: Volume 1,5/18/2004,159,3.46,1097,105,eng,501
621,The Pearl,1/8/2002,96,3.46,160706,6198,eng,1492
622,Naked Lunch,1/26/2004,289,3.46,65998,2497,eng,824
623,Naked Lunch: The Restored Text,5/3/2005,289,3.46,509,65,eng,437
624,Parachutes & Kisses,8/3/2006,405,3.46,577,26,eng,1949
625,Glamorama,3/21/2000,546,3.46,18181,669,eng,2139
626,Between Time and Timbuktu or Prometheus-5,7/15/1972,304,3.46,727,23,eng,544
627,The White Castle,7/26/2000,161,3.46,6994,431,eng,683
628,After the Wreck I Picked Myself Up Spread My Wings and Flew Away,9/1/2006,292,3.46,1168,129,eng,437
629,Terraforming Earth,2/17/2003,352,3.46,17,3,eng,2023
630,The Little Friend,6/1/2007,555,3.46,808,112,eng,289
631,The Little Friend,10/28/2002,559,3.46,220,25,eng,289
632,The Diezmo,6/15/2006,224,3.46,11,1,eng,1232
633,Tanglewreck,7/1/2006,415,3.46,1684,202,eng,289
634,Devilish,9/7/2006,263,3.46,4782,463,eng,1688
635,Antibodies,8/11/2005,1,3.46,67,4,eng,158
636,The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,11/1/2005,208,3.46,88,5,eng,570
637,Zizek: A Critical Introduction,4/29/2003,195,3.46,37,4,eng,1596
638,The Crack in Space,3/8/2005,188,3.46,1878,142,eng,2139
